"disease_type","Jerusalem","Zefat","Kinneret","Afula","Akko","Nazareth","Haifa","Hadera","Ha'Sharon","Petach Tiqwa","Ramla","Rehovot","Tel Aviv","Beer Sheva","Ashqelon","disease_type_heb","week_num","year"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","18","2018"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","18","2018"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","18","2018"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","18","2018"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","18","2018"
"Chlamydia trachomatis of the genital tract",0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,"כלמידיה טרכומטיס בדרכי המין","18","2018"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","18","2018"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ליסטריוזיס","18","2018"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","18","2018"
"Cutaneous leishmaniasis",2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"לישמניאזיס של העור","18","2018"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","18","2018"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"מחלת הלגיונרים","18","2018"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","18","2018"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","18","2018"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","18","2018"
"Perinatal streptococcal B early onset",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","18","2018"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","18","2018"
"Salmonellosis of the gastrointestinal tract",33,2,0,0,0,1,0,0,0,0,0,0,4,0,0,"סלמונלוזיס של דרכי העיכול","18","2018"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","18","2018"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","18","2018"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","18","2018"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","18","2018"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","18","2018"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","18","2018"
"Q fever",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"קדחת Q","18","2018"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","18","2018"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","18","2018"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","18","2018"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","18","2018"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","18","2018"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","18","2018"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","18","2018"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","18","2018"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","18","2018"
"Campylobacteriosis",42,2,0,0,0,1,0,0,0,0,5,0,8,0,0,"קמפילובקטריוזיס","18","2018"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","18","2018"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","18","2018"
"Tuberculosis - active pulmonary",1,0,0,1,2,0,0,0,0,0,0,0,21,0,0,"שחפת ריאות פעילה","18","2018"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,"שחפת מחוץ לריאות","18","2018"
"Shigellosis",7,5,0,0,0,0,0,0,0,0,4,0,9,3,1,"שיגלוזיס","18","2018"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","18","2018"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","18","2018"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","18","2018"
"Pertussis",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"שעלת","18","2018"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","18","2018"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","18","2018"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","18","2018"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","18","2018"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","18","2018"
"Food/Water borne infections",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","18","2018"
"Varicella - Chickenpox",8,0,0,0,0,0,0,1,1,36,1,4,28,16,0,"אבעבועות רוח","19","2018"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","19","2018"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","19","2018"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","19","2018"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","19","2018"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","19","2018"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","19","2018"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","19","2018"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","19","2018"
"Brucellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ברוצלוזיס","19","2018"
"Giardiasis",0,0,0,0,0,0,1,0,6,0,8,1,14,1,0,"ג'יארדיאזיס","19","2018"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","19","2018"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","19","2018"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","19","2018"
"Acute Hepatitis A",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"דלקת כבד נגיפית A","19","2018"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","19","2018"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","19","2018"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","19","2018"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","19","2018"
"Meningitis - meningococcal",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","19","2018"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","19","2018"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","19","2018"
"Acute viral meningitis",0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,"דלקת עוצבה נגיפית","19","2018"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","19","2018"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","19","2018"
"Gonorrhea",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,"זיבה","19","2018"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"זיהום פולשני ע""י Hib","19","2018"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","19","2018"
"Pneumococcal invasive infection",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק","19","2018"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","19","2018"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","19","2018"
"Mumps",9,0,0,0,0,0,0,4,0,0,0,0,1,0,0,"חזרת","19","2018"
"Measles",6,0,0,0,0,0,0,1,0,5,1,1,1,0,0,"חצבת","19","2018"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","19","2018"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","19","2018"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","19","2018"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","19","2018"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","19","2018"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","19","2018"
"Chlamydia trachomatis of the genital tract",0,0,0,0,0,0,0,0,0,4,0,2,53,0,0,"כלמידיה טרכומטיס בדרכי המין","19","2018"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","19","2018"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"ליסטריוזיס","19","2018"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","19","2018"
"Cutaneous leishmaniasis",2,0,0,0,0,0,0,0,0,0,8,0,0,1,0,"לישמניאזיס של העור","19","2018"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","19","2018"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"מחלת הלגיונרים","19","2018"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","19","2018"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","19","2018"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","19","2018"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","19","2018"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","19","2018"
"Salmonellosis of the gastrointestinal tract",35,0,0,0,0,0,0,0,3,1,1,1,0,4,0,"סלמונלוזיס של דרכי העיכול","19","2018"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","19","2018"
"Syphilis - other",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"עגבת אחרת ומאוחרת","19","2018"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","19","2018"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","19","2018"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","19","2018"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","19","2018"
"Q fever",1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,"קדחת Q","19","2018"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","19","2018"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","19","2018"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","19","2018"
"Spotted fever",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"קדחת כתמים","19","2018"
"West Nile fever",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"קדחת מערב הנילוס","19","2018"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","19","2018"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","19","2018"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","19","2018"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","19","2018"
"Campylobacteriosis",1,0,0,0,0,0,2,10,17,0,5,11,18,0,0,"קמפילובקטריוזיס","19","2018"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"קריפטוספורידיוזיס","19","2018"
"Other rickettsial diseases",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","19","2018"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"שחפת ריאות פעילה","19","2018"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","19","2018"
"Shigellosis",11,0,0,0,0,0,0,4,4,0,4,15,25,7,0,"שיגלוזיס","19","2018"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","19","2018"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","19","2018"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","19","2018"
"Pertussis",4,0,0,0,0,0,1,0,0,0,4,5,1,0,0,"שעלת","19","2018"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","19","2018"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","19","2018"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","19","2018"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","19","2018"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","19","2018"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","19","2018"
"Varicella - Chickenpox",2,0,3,3,0,0,2,0,0,0,0,11,37,0,0,"אבעבועות רוח","2","2018"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","2","2018"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","2","2018"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","2","2018"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","2","2018"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","2","2018"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","2","2018"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","2","2018"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","2","2018"
"Brucellosis",0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,"ברוצלוזיס","2","2018"
"Giardiasis",2,0,0,0,0,0,0,0,0,0,0,1,25,0,0,"ג'יארדיאזיס","2","2018"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","2","2018"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","2","2018"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","2","2018"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","2","2018"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","2","2018"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","2","2018"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","2","2018"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","2","2018"
"Meningitis - meningococcal",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","2","2018"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","2","2018"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","2","2018"
"Acute viral meningitis",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"דלקת עוצבה נגיפית","2","2018"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","2","2018"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"דלקת עוצבה חדה אחרת","2","2018"
"Gonorrhea",0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,"זיבה","2","2018"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","2","2018"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","2","2018"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,"זיהום פולשני ע""י פנוימוקוק","2","2018"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","2","2018"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","2","2018"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","2","2018"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","2","2018"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","2","2018"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","2","2018"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","2","2018"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","2","2018"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","2","2018"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","2","2018"
"Chlamydia trachomatis of the genital tract",5,0,0,0,0,0,1,0,0,0,0,0,46,0,0,"כלמידיה טרכומטיס בדרכי המין","2","2018"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","2","2018"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ליסטריוזיס","2","2018"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","2","2018"
"Cutaneous leishmaniasis",3,0,0,4,0,0,1,0,0,0,0,0,0,1,0,"לישמניאזיס של העור","2","2018"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","2","2018"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,"מחלת הלגיונרים","2","2018"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"מחלת קרויצפלדט-יעקוב","2","2018"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","2","2018"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","2","2018"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","2","2018"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","2","2018"
"Salmonellosis of the gastrointestinal tract",7,0,0,0,0,0,4,0,0,0,0,3,9,0,0,"סלמונלוזיס של דרכי העיכול","2","2018"
"Syphilis - primary and secondary",0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,"עגבת ראשונית ושניונית","2","2018"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,"עגבת אחרת ומאוחרת","2","2018"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"עגבת מלידה","2","2018"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","2","2018"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","2","2018"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","2","2018"
"Q fever",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,"קדחת Q","2","2018"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","2","2018"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","2","2018"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","2","2018"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","2","2018"
"West Nile fever",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"קדחת מערב הנילוס","2","2018"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","2","2018"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","2","2018"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","2","2018"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","2","2018"
"Campylobacteriosis",27,0,0,1,0,0,3,0,0,0,0,7,43,0,0,"קמפילובקטריוזיס","2","2018"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","2","2018"
"Other rickettsial diseases",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","2","2018"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"שחפת ריאות פעילה","2","2018"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","2","2018"
"Shigellosis",13,0,0,0,0,0,0,0,0,0,0,8,15,0,0,"שיגלוזיס","2","2018"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","2","2018"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","2","2018"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","2","2018"
"Pertussis",4,0,1,0,0,0,2,0,0,0,0,1,3,0,0,"שעלת","2","2018"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","2","2018"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","2","2018"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","2","2018"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","2","2018"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","2","2018"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","2","2018"
"Varicella - Chickenpox",9,0,0,0,4,0,5,0,1,45,12,0,0,18,0,"אבעבועות רוח","20","2018"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","20","2018"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","20","2018"
