stn_num|stn_type|stn_name|stn_name_heb|stn_long|stn_lat|isr_grid_X|isr_grid_Y|stn_hgt|date_open|date_close|stn_auto|stn_num_env|date_web_frst|date_web_last|yearly_rain|
211320|2|HAR MERON FIELD SCHOOL|הר מירון בי"ס שדה|35.390099999999997|33.011499999999998|236800|768500|930|1968-09-01|2000-07-31|2||1968-09|2000-05|0|
211325|2|HAR MERON FIELD SCHOOL|הר מירון בי"ס שדה|35.390000000000001|33.011499999999998|236790|768500|910|2004-08-01|2007-07-31|0||2004-09|2007-05|0|
211350|2|YEHI'AM|יחיעם|35.229799999999997|32.995899999999999|221820|766750|380|1948-09-01||0||1948-09|2022-06|0|
211400|2|PEQIIN SCHOOL|פקיעין בי"ס|35.335999999999999|32.973799999999997|231750|764310|570|1949-09-01|1973-06-01|0||1949-09|1973-05|0|
211401|2|PEQIIN|פקיעין|35.331699999999998|32.980600000000003|231350|765070|585|2003-08-01||0||2003-09|2022-06|0|
211415|2|KAFR MAKHUL|כפר מחול|35.311999999999998|32.991799999999998|229500|766300|480|1969-10-01|2011-03-31|0||1969-10|2011-03|0|
211450|2|YANUH|יאנוח|35.251300000000001|32.984000000000002|223830|765430|610|1949-09-01|1973-06-01|0||1949-09|1973-05|0|
211465|2|TEFEN|תפן תעשיות|35.278500000000001|32.980200000000004|226380|765020|695|1999-09-01||0||1999-09|2022-06|0|
211470|2|KEFAR SUMEI|כפר סומיע|35.310400000000001|32.979399999999998|229350|764950|590|1963-01-01|1976-05-31|0||1963-01|1976-05|0|
211471|2|KEFAR SUMEI|כפר סומיע|35.310400000000001|32.979399999999998|229350|764950|590|1978-12-01|2009-07-31|0||1978-12|2009-07|0|
211472|2|KEFAR SUMEI|כפר סומיע|35.308900000000001|32.984200000000001|229220|765480|555|2009-08-01||0||2009-08|2022-06|0|
211500|2|PEQIIN|פקיעין|35.336599999999997|32.976900000000001|231800|764650|590|1945-09-01|1976-06-01|0||1945-09|1976-05|0|
211600|2|MERON|מירון|35.441600000000001|32.986600000000003|241620|765750|675|1950-09-01|2013-01-31|0||1950-09|2013-01|0|
211605|2|MERON NORTH|מירון צפון|35.436799999999998|32.990299999999998|241170|766170|695|2008-08-01||0||2008-09|2022-06|0|
211700|2|BIRIYYA|בירייה|35.503599999999999|32.983600000000003|247410|765430|950|1948-09-01|1956-06-01|0||1948-09|1956-05|0|
211750|2|BIRIYYA FOREST|בירייה ייעור|35.501600000000003|32.9788|247230|764900|860|1957-09-01|1979-09-01|0||1957-09|1979-08|0|
211780|2|NAHAL AMMUD|נחל עמוד|35.470999999999997|32.974899999999998|244370|764460|500|1991-09-01|2000-07-31|0||1991-09|2000-05|0|
211782|2|NAHAL AMMUD UPPER|נחל עמוד עליון|35.476199999999999|32.993299999999998|243494|764328|650|2000-08-01||0||2000-09|2022-06|0|
211850|2|ZEFAT SCOTS COLLEGE|צפת הקולג' הסקוטי|35.495899999999999|32.970700000000001|246700|764000|790|1926-01-01|1937-06-01|0||1926-01|1937-05|0|
211890|2|ZEFAT HAR KENAAN|צפת הר כנען|35.506999999999998|32.979999999999997|247740|765030|936|2004-10-01||1||2004-10|2022-06|0|
211900|2|ZEFAT HAR KENAAN MAN|צפת הר כנען מאוישת|35.506999999999998|32.979999999999997|247740|765030|936|1939-09-01||0||1939-09|2022-06|0|
211920|2|KISRA|כסרא|35.302799999999998|32.962000000000003|228650|763000|720|1961-09-01|1970-06-01|0||1961-09|1970-05|0|
211940|2|BEIT JANN SCHOOL|בית ג'ן בי"ס|35.368499999999997|32.966200000000001|234790|763470|1000|1999-10-01|2013-07-31|0||1999-10|2013-07|0|
211941|2|BEIT JANN|בית ג'ן|35.377200000000002|32.9634|235610|763170|910|2013-08-01||0||2013-08|2022-06|0|
211950|2|BEIT JANN|בית ג'ן|35.384099999999997|32.9589|236250|762660|920|1945-09-01|1976-04-01|0||1945-09|1976-03|0|
211960|2|BEIT JANN|בית ג'ן|35.385599999999997|32.959600000000002|236390|762740|937|2003-08-01|2013-05-31|0||2003-09|2013-05|0|
212000|2|ZEFAT GOV. SCHOOL|צפת בי"ס ממשלתי|35.493299999999998|32.968899999999998|246450|763800|790|1940-09-01|1947-06-01|0||1940-09|1947-05|0|
212050|2|ROSH PINNA ZEFAT ROAD|ראש פינה כביש צפת|35.537599999999998|32.968400000000003|250600|763750|440|1943-09-01|1947-06-01|0||1943-09|1947-05|0|
212100|2|ROSH PINNA SCHOOL|ראש פינה בי"ס|35.535499999999999|32.969700000000003|250400|763900|450|1907-09-01|1947-06-01|0||1907-09|1947-05|0|
212120|2|ROSH PINNA|ראש פינה|35.545699999999997|32.970199999999998|251350|763950|355|1966-09-01|1973-06-01|0||1966-09|1973-05|0|
212121|2|ROSH PINNA|ראש פינה|35.545699999999997|32.970199999999998|251350|763950|355|1973-10-01|1996-07-31|0||1973-10|1996-05|0|
212150|2|KAFAR YASIF|כפר יאסיף|35.162700000000001|32.956600000000002|215550|762400|55|1945-09-01|2008-05-31|0||1945-09|2008-05|0|
212168|2|HARASHIM MAN|חרשים מאוישת|35.326900000000002|32.956600000000002|230900|762400|820|2008-08-01||0||2008-09|2022-06|0|
212169|2|HARASHIM|חרשים|35.328800000000001|32.956000000000003|231080|762330|825|1989-08-01|2008-07-31|0||1989-09|2008-05|0|
212170|2|HARASHIM|חרשים|35.329000000000001|32.956000000000003|231100|762330|825|1983-10-01|1989-07-31|0||1983-10|1989-05|0|
212171|2|HARASHIM|חרשים|35.328699999999998|32.956000000000003|231070|762330|830|2008-08-01||1||2008-09|2022-06|0|
212200|2|YIRKA|ירכא|35.212499999999999|32.954799999999999|220200|762200|360|1949-09-01|1991-05-31|0||1949-09|1991-05|0|
212220|2|RAMAT TEFEN - KISHOR SET.|רמת תפן - היאחזות כישור|35.254800000000003|32.943899999999999|224160|760990|500|1976-10-01|1977-12-01|0||1976-10|1977-11|0|
212230|2|HEMDAT YAMIM -TIRAT YAEL|חמדת ימים - טירת יעל|35.424300000000002|32.948700000000002|240010|761540|770|1954-09-01|1968-02-01|0||1954-09|1968-01|0|
212350|2|AMIRIM|אמירים|35.443199999999997|32.939999999999998|241780|760580|570|1950-11-01|1973-06-01|0||1950-11|1973-05|0|
212351|2|AMIRIM|אמירים|35.4499|32.936199999999999|242410|760160|530|1973-09-01|2011-03-31|0||1973-09|2011-03|0|
212352|2|AMIRIM|אמירים|35.4559|32.937199999999997|242960|760290|590|2012-09-01||0||2012-09|2022-06|0|
212400|2|NAHEF|נחף|35.317100000000003|32.935200000000002|229990|760030|325|1945-09-01|1990-07-31|0||1945-09|1990-05|0|
212450|2|RAME|ראמה|35.363900000000001|32.938200000000002|234360|760360|400|1940-09-01|2006-01-31|0||1940-09|1987-05|0|
212499|2|HANANYA FARM|חוות חנניה|35.420499999999997|32.936300000000003|239660|760160|420|1973-09-01|1992-05-31|0||1973-09|1992-05|0|
212500|2|HANANYA FARM|חוות חנניה|35.4208|32.935699999999997|239680|760100|420|1933-09-01|1973-06-01|0||1933-09|1973-05|0|
212550|2|SHEFER|שפר|35.435899999999997|32.944600000000001|241090|761090|620|1958-09-01|1968-12-01|0||1958-09|1968-11|0|
212600|2|PAROD|פרוד|35.433799999999998|32.932099999999998|240900|759700|430|1950-09-01|1977-06-01|0||1950-09|1977-05|0|
212601|2|PAROD|פרוד|35.433300000000003|32.932200000000002|240830|759730|450|1977-09-01||0||1977-09|2022-06|0|
212650|2|AMMI'AD|עמיעד|35.5428|32.929099999999998|251100|759400|240|1947-09-01|1977-06-01|0||1947-09|1977-05|0|
212651|2|AMMI'AD KIBBUTZ|עמיעד קיבוץ|35.542700000000004|32.929699999999997|251090|759460|240|1977-10-01||0||1977-10|2022-06|0|
212670|2|AMMI'AD|עמיעד|35.513500000000001|32.914999999999999|248830|757360|215|2004-04-01||1||2004-04|2022-06|0|
212690|2|DEIR ELASAD|דייר אל-אסד|35.271299999999997|32.934100000000001|225700|759900|380|1980-10-01|1993-07-31|0||1980-10|1993-05|0|
212695|2|TUVAL|תובל|35.244199999999999|32.929499999999997|223170|759390|525|1984-01-01|1986-05-31|0||1984-01|1986-05|0|
212696|2|TUVAL|תובל|35.242800000000003|32.926200000000001|223040|759030|510|2015-02-01||0||2015-02|2022-06|0|
212700|2|MAJD ELKURUM|מג'ד אלכרום|35.253100000000003|32.9206|224000|758400|210|1945-09-01|1976-06-01|0||1945-09|1976-05|0|
212701|2|MAJD ELKURUM|מג'ד אלכרום|35.253100000000003|32.9206|224000|758400|210|1976-10-01|1995-07-31|0||1976-10|1995-05|0|
212720|2|KARMI'EL|כרמיאל|35.305500000000002|32.912399999999998|228900|757500|210|1963-10-01|1969-05-31|0||1963-10|1969-05|0|
212721|2|KARMI'EL|כרמיאל|35.305500000000002|32.912399999999998|228900|757500|210|1976-10-01|1979-06-01|0||1976-10|1979-05|0|
212800|2|MORAN|מורן|35.396299999999997|32.919499999999999|237400|758300|335|1978-04-01|1981-05-31|0||1978-04|1981-05|0|
212802|2|MORAN|מורן|35.396299999999997|32.919499999999999|237400|758300|335|1992-09-01|1995-07-31|0||1992-09|1995-05|0|
212820|2|QADDARIM|קדרים|35.472900000000003|32.898499999999999|244570|755980|130|1983-10-01|1985-12-31|0||1983-10|1985-12|0|
212830|2|KORAZIM|כורזים|35.552100000000003|32.9129|251970|757600|180|1985-09-01|1991-10-31|0||1985-09|1991-10|0|
212840|2|MIKHMANNIM|מכמנים|35.326099999999997|32.905799999999999|230830|756770|505|1993-09-01||0||1993-09|2022-06|0|
212845|2|ESHHAR|אשחר|35.301499999999997|32.884399999999999|228530|754390|370|2005-11-01|2014-08-31|1||2005-11|2014-08|0|
212846|2|ESHHAR|אשחר|35.301299999999998|32.884599999999999|228510|754430|373|2014-09-01||1||2014-09|2022-06|0|
212850|2|MAGHAR|מע'אר|35.404800000000002|32.889800000000001|238200|755000|275|1946-09-01|1967-06-01|0||1946-09|1967-05|0|
212870|2|HUQOQ 2|חוקוק 2|35.494599999999998|32.880600000000001|246600|754000|10|1966-09-01|1969-11-01|0||1966-09|1969-10|0|
212900|2|YAVOR|יבור|35.175600000000003|32.896700000000003|216750|755750|20|1954-09-01|1975-06-01|0||1954-09|1975-05|0|
212901|2|YAVOR|יבור|35.175600000000003|32.896700000000003|216750|755750|20|1975-10-01|2012-12-31|0||1975-10|2012-12|0|
212950|2|HUQOQ|חוקוק|35.498100000000001|32.8797|246930|753900|5|1945-09-01||0||1945-09|2022-06|0|
212975|2|YA'AD|יעד|35.244500000000002|32.876399999999997|223200|753500|265|1981-11-01|1995-07-31|0||1981-11|1995-05|0|
212980|2|YUVALLIM|יובלים|35.2714|32.874299999999998|225720|753620|275|1993-09-01||0||1993-09|2022-06|0|
212990|2|KABUL - DAMUN|כאבול - דמון|35.184699999999999|32.876399999999997|217600|753500|50|1945-09-01|1948-06-01|0||1945-09|1948-05|0|
213000|2|SAKHNIN|סח'נין|35.2958|32.865499999999997|228000|752300|225|1945-09-01|1984-05-31|0||1945-09|1984-05|0|
213005|2|SAKHNIN MET. STATION|סח'נין תחנה מטאו'|35.2926|32.865499999999997|227700|752300|240|1975-09-01|1980-06-01|0||1975-09|1980-05|0|
213010|2|LESHEM|לשם|35.279200000000003|32.857100000000003|226450|751360|345|1986-09-01|2012-05-31|0||1986-09|2012-05|0|
213049|2|DEIR HANNA|דייר חנא|35.364199999999997|32.8628|234400|752000|270|1979-09-01|2001-07-31|0||1979-09|2001-05|0|
213050|2|DEIR HANNA|דייר חנא|35.364199999999997|32.8628|234400|752000|300|1955-09-01|1978-06-01|0||1955-09|1978-05|0|
213052|2|DEIR HANNA MAN|דייר חנא מאוישת|35.374099999999999|32.862099999999998|235330|751930|280|1994-09-01||0||1994-09|2022-06|0|
213053|2|DEIR HANNA|דייר חנא|35.374099999999999|32.862099999999998|235330|751930|280|2002-11-01|2018-04-30|1||2004-09|2018-04|0|
213054|2|DEIR HANNA|דייר חנא|35.374099999999999|32.862699999999997|235320|752000|285|2020-03-01||1||2020-03|2022-06|0|
213070|2|ZALMON|צלמון|35.406599999999997|32.851599999999998|238370|750770|40|1966-10-01|1997-07-31|0||1966-10|1997-05|0|
213071|2|ZALMON|צלמון|35.406599999999997|32.850999999999999|238380|750710|40|2004-08-01||0||2004-09|2012-02|0|
213095|2|TAMRA|טמרה|35.193199999999997|32.8566|218400|751300|60|1975-11-01|1993-07-31|0||1975-11|1993-05|0|
213100|2|TAMRA|טמרה|35.207099999999997|32.851199999999999|219700|750700|150|1950-09-01|1974-05-31|0||1950-09|1974-05|0|
213101|2|TAMRA|טמרה|35.207099999999997|32.851199999999999|219700|750700|150|1974-10-01|1999-07-31|0||1974-10|1999-05|0|
213119|2|HARARIT|הררית|35.366399999999999|32.845700000000001|234610|750110|520|1997-08-01||0||1997-09|2022-06|0|
213120|2|HARARIT|הררית|35.3705|32.8461|235000|750150|520|1982-10-01|1997-07-31|0||1982-10|1997-05|0|
213130|2|YAHAD|יחד|35.360300000000002|32.845799999999997|234040|750120|470|2003-08-01||0||2003-09|2022-06|0|
213150|2|ARRABE|עראבה|35.338500000000003|32.851500000000001|232000|750750|245|1940-09-01|1956-06-01|0||1940-09|1956-05|0|
213160|2|SHEKHANYA|שכניה|35.247900000000001|32.848700000000001|223520|750430|460|1997-08-01||0||1997-09|2022-06|0|
213165|2|QORANIT|קורנית|35.252800000000001|32.844299999999997|223980|749940|450|1983-06-01|1984-12-01|0||1983-06|1984-11|0|
213170|2|YODEFAT|יודפת|35.272300000000001|32.8367|225800|749100|460|1960-09-01|1974-06-01|0||1960-09|1974-05|0|
213171|2|YODEFAT|יודפת|35.272300000000001|32.8367|225800|749100|460|1974-09-01|1976-06-01|0||1974-09|1976-05|0|
213172|2|YODEFAT|יודפת|35.271599999999999|32.837600000000002|225740|749200|470|1976-08-01|1994-11-30|0||1976-09|1994-11|0|
213173|2|YODEFAT|יודפת|35.271900000000002|32.837600000000002|225760|749210|470|1997-02-01||0||1997-02|2022-06|0|
213180|2|MIZPE AVIV|מצפה אבי"ב|35.200699999999998|32.838099999999997|219100|749250|140|2001-08-01|2004-07-31|0||2001-09|2004-05|0|
213200|2|EILABUN|עיילבון|35.398800000000001|32.839300000000001|237650|749400|180|1955-09-01|2000-07-31|0||1955-09|2000-05|0|
213201|2|EILABUN|עיילבון|35.400100000000002|32.833799999999997|237770|748800|215|2001-08-01||0||2001-09|2022-06|0|
213210|2|MASSAD|מסד|35.423400000000001|32.843699999999998|239950|749900|275|1988-08-01|1993-07-31|0||1988-09|1993-05|0|
213211|2|MASSAD|מסד|35.423400000000001|32.843699999999998|239950|749900|275|1997-03-01|1998-07-31|0||1997-03|1998-05|0|
213212|2|MASSAD|מסד|35.422899999999998|32.844200000000001|239900|749950|280|2006-01-01||0||2006-01|2022-06|0|
213220|2|KAOKAB|כאוכב|35.251399999999997|32.827199999999998|223850|748050|385|1979-12-01|1988-05-31|0||1979-12|1988-05|0|
213221|2|KAOKAB|כאוכב|35.253|32.826799999999999|224000|748000|385|1990-08-01||0||1990-09|2022-06|0|
213240|2|MORESHET|מורשת|35.231999999999999|32.827199999999998|222030|748040|310|2001-11-01||0||2001-11|2022-06|0|
213250|2|KAFAR MANDA|כפר מנדא|35.2605|32.810099999999998|224700|746150|175|1945-09-01|1948-06-01|0||1945-09|1948-05|0|
213350|2|ARBEL|ארבל|35.486899999999999|32.813000000000002|245900|746500|40|1951-09-01|1963-04-01|0||1951-09|1963-03|0|
213400|2|SHEFAR'AM|שפרעם|35.169699999999999|32.806100000000001|216200|745700|135|1940-09-01|1974-05-31|0||1940-09|1974-05|0|
213401|2|SHEFAR'AM|שפרעם|35.1708|32.805199999999999|216300|745600|135|1974-09-01|2003-07-31|0||1974-09|2000-05|0|
213450|2|KEFAR HITTIM|כפר חיטים|35.504399999999997|32.799799999999998|247550|745050|40|1945-09-01|1966-05-31|0||1945-09|1966-05|0|
213451|2|KEFAR HITTIM|כפר חיטים|35.500100000000003|32.799900000000001|247140|745050|40|1967-09-01||0||1967-09|2022-06|0|
213500|2|BET NETOFA EXPER. POND|בית נטופה ברכת נסיון|35.2637|32.7896|225000|743870|145|1955-09-01|1965-05-31|0||1955-09|1965-05|0|
213550|2|TEL HATENIM|תל התנים|35.3048|32.7988|228850|744900|150|1949-09-01|1951-06-01|0||1949-09|1951-05|0|
213598|2|LAVI|לביא|35.440600000000003|32.787799999999997|241570|743700|305|1973-09-01||0||1973-09|2022-06|0|
213599|2|LAVI|לביא|35.4407|32.787799999999997|241580|743700|305|1970-09-01|1973-06-01|0||1970-09|1973-05|0|
213600|2|LAVI|לביא|35.438800000000001|32.786000000000001|241400|743500|300|1949-09-01|1970-06-01|0||1949-09|1970-05|0|
213650|2|MIZPA|מצפה|35.508200000000002|32.7913|247900|744100|75|1920-09-01|1978-06-01|0||1920-09|1978-05|0|
213651|2|MIZPA|מצפה|35.508200000000002|32.789499999999997|247900|743900|75|1978-10-01|1999-07-31|0||1978-10|1999-05|0|
213652|2|MIZPA|מצפה|35.510800000000003|32.790399999999998|248150|744000|80|2004-12-01||0||2004-12|2022-06|0|
213679|2|BET RIMMON|בית רימון|35.329900000000002|32.781700000000001|231200|743000|410|1997-08-01|1999-07-31|0||1997-09|1999-05|0|
213680|2|BET RIMMON|בית רימון|35.329900000000002|32.780299999999997|231200|742850|390|1980-10-01|1987-11-30|0||1980-10|1987-11|0|
213681|2|BET RIMMON|בית רימון|35.325000000000003|32.780700000000003|230750|742900|380|1989-09-01||0||1989-09|2022-06|0|
213700|2|TUR'AN|טורעאן|35.377899999999997|32.777099999999997|235700|742500|240|1949-09-01|1961-06-01|0||1949-09|1961-05|0|
213702|2|TUR'AN|טורעאן|35.377899999999997|32.777099999999997|235700|742500|240|1980-09-01|1999-07-31|0||1980-09|1999-05|0|
213750|2|LUBIYA|לוביה|35.4238|32.773400000000002|240000|742100|305|1945-09-01|1948-06-01|0||1945-09|1948-05|0|
213770|2|HARDUF|הרדוף|35.166600000000003|32.774500000000003|215900|742200|160|1983-10-01|1984-05-31|0||1983-10|1984-05|0|
213775|2|HARDUF|הרדוף|35.176600000000001|32.760399999999997|216840|740640|215|2000-03-01||0||2000-03|2022-06|0|
213780|2|BET NETOFA|בית נטופה|35.247700000000002|32.7682|223500|741500|150|1967-01-01|1996-07-31|0||1967-01|1996-05|0|
213800|2|BET NETOFA DAM|בית נטופה סכר|35.243400000000001|32.7682|223100|741500|140|1952-09-01|1962-06-01|0||1952-09|1962-05|0|
213850|2|ILANIYYA|אילנייה|35.407600000000002|32.754300000000001|238490|739980|245|1933-09-01|1965-05-31|0||1933-09|1965-05|0|
213851|2|ILANIYYA|אילנייה|35.407600000000002|32.754300000000001|238490|739980|245|1963-11-01|1968-11-01|0||1963-11|1968-10|0|
213880|2|MENURIM|מנורים|35.5366|32.7622|250570|740880|210|1955-09-01|1988-05-31|0||1955-09|1988-05|0|
213881|2|MENURIM|מנורים|35.533799999999999|32.763800000000003|250310|741070|220|1998-08-01||0||1998-09|2022-06|0|
213894|2|HOSHA'AYA|הושעיה|35.298200000000001|32.758000000000003|227614|740232|245|2011-09-01||0||2011-09|2012-02|0|
213895|2|HOSHA'AYA|הושעיה|35.298200000000001|32.758099999999999|228240|740380|240|2000-09-01|2002-07-31|0||2000-09|2002-05|0|
213900|2|HASOLELIM|הסוללים|35.235900000000001|32.749699999999997|222400|739450|180|1950-09-01|1985-05-31|0||1950-09|1985-05|0|
213901|2|HASOLELIM|הסוללים|35.2361|32.749299999999998|222420|739400|170|1985-10-01|2013-11-30|0||1985-10|2013-11|0|
213905|2|ALLON HAGALIL|אלון הגליל|35.220399999999998|32.758899999999997|220980|740470|210|2002-09-01||0||2002-09|2022-06|0|
213950|2|ZIPPORI -SAFFURIYA|ציפורי - סאפוריה|35.278599999999997|32.752800000000001|226400|739800|265|1945-09-01|1948-06-01|0||1945-09|1948-05|0|
214000|2|TSIPORI WADI|ציפורי - ואדי|35.278599999999997|32.749200000000002|226400|739400|230|1951-10-01|1953-07-31|0||1951-10|1953-05|0|
214050|2|KAFAR KANNA|כפר כנא|35.339399999999998|32.747399999999999|232100|739200|260|1951-09-01|1971-07-01|0||1951-09|1971-05|0|
214052|2|KAFAR KANNA|כפר כנא|35.3459|32.744399999999999|232700|738870|290|1981-10-01|2018-06-30|0||1981-10|2018-06|0|
214100|2|SEDE ILAN|שדה אילן|35.422699999999999|32.75|239900|739500|190|1951-09-01|1964-06-01|0||1951-09|1964-05|0|
214101|2|SEDE ILAN|שדה אילן|35.425899999999999|32.752499999999998|240200|739780|195|1970-09-01||0||1970-09|2022-06|0|
214140|2|LAVI ORCHARD|לביא פרדס|35.479700000000001|32.743099999999998|245250|738750|-60|1966-09-01|1978-05-31|0||1966-09|1978-05|0|
214150|2|LAVI YAVNEEL FIELDS|לביא שדות ביבנאל|35.478400000000001|32.750999999999998|245120|739630|-65|1956-09-01|1966-05-31|0||1956-09|1966-05|0|
214200|2|HAZORE'IM|הזורעים|35.503300000000003|32.743899999999996|247460|738850|-60|1942-09-01|1973-06-01|0||1942-09|1973-05|0|
214201|2|HAZORE'IM|הזורעים|35.503700000000002|32.743499999999997|247500|738800|-65|1973-10-01|1997-07-31|0||1973-10|1997-05|0|
214202|2|HAZORE'IM|הזורעים|35.503399999999999|32.743200000000002|247480|738770|-65|1997-08-01||0||1997-09|2022-06|0|
214250|2|BET LEHEM HAGELILIT|בית לחם הגלילית|35.191099999999999|32.735700000000001|218200|737900|180|1957-09-01|1978-06-01|0||1957-09|1978-05|0|
214251|2|BET LEHEM HAGELILIT|בית לחם הגלילית|35.188699999999997|32.731900000000003|217980|737480|160|1978-10-01|2019-05-31|0||1978-10|2019-05|0|
214252|2|BET LEHEM HAGELILIT|בית לחם הגלילית|35.191699999999997|32.736499999999999|218260|737990|185|2019-08-01||0||2019-08|2022-06|0|
214300|2|ZIPPORI SCHOOL|ציפורי בית ספר|35.276499999999999|32.745600000000003|226200|739000|280|1958-09-01|1975-05-31|0||1958-09|1975-05|0|
214301|2|ZIPPORI SCHOOL|ציפורי בית ספר|35.277000000000001|32.745600000000003|226250|739000|280|1975-10-01|1984-05-31|0||1975-10|1984-05|0|
214400|2|RAMAT HADASSA|רמת הדסה|35.147399999999998|32.729399999999998|214100|737200|210|1949-09-01|1964-01-01|0||1949-09|1963-12|0|
214450|2|ALLONE ABBA - WALDHEIM|אלוני אבא - ולדהיים|35.1708|32.729399999999998|216300|737200|170|1914-01-01|1937-05-31|0||1914-01|1937-05|0|
214451|2|ALLONE ABBA - NEWE YAAR|אלוני אבא - נווה יער|35.1708|32.729399999999998|216300|737200|170|1948-09-01|1954-05-31|0||1948-09|1954-05|0|
214500|2|PORIYYA|פורייה|35.546399999999998|32.733499999999999|251500|737700|165|1940-09-01|1949-06-01|0||1940-09|1949-05|0|
214550|2|SHA'AR HAAMAQIM|שער העמקים|35.109999999999999|32.722200000000001|210600|736400|60|1936-09-01|1976-05-31|0||1936-09|1976-05|0|
214580|2|QIRYAT TIV'ON|קריית טבעון|35.1357|32.7226|213010|736450|175|2003-08-01||0||2003-09|2022-06|0|
214600|2|ALLONIM|אלונים|35.144199999999998|32.721299999999999|213800|736300|150|1939-10-01|1970-06-01|0||1939-10|1970-05|0|
214649|2|EIN MAHEL|עין מאהל|35.354300000000002|32.7239|233500|736600|450|1973-10-01|1974-05-31|0||1973-10|1974-05|0|
214650|2|EIN MAHEL|עין מאהל|35.354300000000002|32.7239|233500|736600|450|1954-09-01|1973-06-01|0||1954-09|1973-05|0|
214700|2|BET QESHET|בית קשת|35.393999999999998|32.719900000000003|237220|736160|180|1946-09-01|2016-07-31|0||1946-09|2016-07|0|
214701|2|BET QESHET|בית קשת|35.394599999999997|32.7151|237290|735630|185|2016-08-01||0||2016-08|2022-06|0|
214750|2|KAFAR KAMA|כפר כמא|35.439399999999999|32.723500000000001|241480|736570|230|1946-09-01|1994-02-28|0||1946-09|1994-02|0|
214790|2|SARONA - MOSHAV|שרונה מושב|35.468899999999998|32.719099999999997|244240|736090|250|1939-09-01|1946-06-01|0||1939-09|1946-05|0|
214800|2|SARONA - MOSHAV|שרונה מושב|35.464199999999998|32.725499999999997|243800|736800|260|1946-09-01|2000-07-31|0||1946-09|2000-05|0|
214810|2|SARONA - MOSHAV|שרונה מושב|35.475700000000003|32.7241|244880|736640|260|2000-08-01||0||2000-09|2022-06|0|
214850|2|ILUT|עילוט|35.259900000000002|32.717700000000001|224650|735900|270|1940-09-01|1948-06-01|0||1940-09|1948-05|0|
214900|2|NAZARETH FOR NURS|נצרת משתלות היעור|35.296700000000001|32.709600000000002|228100|735000|445|1921-09-01|1978-05-31|0||1921-09|1978-05|0|
214950|2|YAVNIEL - BET GAN|יבניאל - בית גן|35.496299999999998|32.712899999999998|246810|735410|-10|1946-09-01|2016-09-30|0||1946-09|2016-09|0|
215000|2|QIRYAT AMAL|קריית עמל|35.123899999999999|32.707799999999999|211900|734800|150|1943-09-01|1953-06-01|0||1943-09|1953-05|0|
215050|2|TIMRAT - TIMORIM|תמרת - תימורים|35.216700000000003|32.701900000000002|220600|734150|175|1950-09-01|1954-06-01|0||1950-09|1954-05|0|
215051|2|TIMRAT|תמרת|35.222499999999997|32.701500000000003|221160|734110|240|2004-08-01||0||2004-09|2022-06|0|
215100|2|KEFAR HAHORESH|כפר החורש|35.272199999999998|32.700499999999998|225800|734000|430|1936-09-01|1999-07-31|0||1936-09|1999-05|0|
215150|2|NAZARETH ORPHANAGE|נצרת בית היתומים|35.286000000000001|32.700099999999999|227100|733950|440|1934-09-01|1948-06-01|0||1934-09|1948-05|0|
215200|2|NAZARETH SCOT HOSPITAL|נצרת ביח סקוטי|35.2956|32.700499999999998|228000|734000|365|1869-05-01|1907-05-31|0||1869-05|1907-05|0|
215250|2|NAZARETH WAGNER MILL|נצרת מטחנת וגנר|35.3063|32.707299999999996|229000|734750|400|1908-09-01|1939-06-01|0||1908-09|1939-05|0|
215300|2|NAZARET SCHOOL (BOYS)|נצרת בי"ס לבנים|35.301000000000002|32.704999999999998|228500|734500|345|1946-09-01|1958-06-01|0||1946-09|1958-05|0|
215350|2|NAZERAT ILLIT|נצרת עילית|35.322299999999998|32.706400000000002|230500|734650|490|1959-09-01|1968-02-01|0||1959-09|1968-01|0|
215351|2|NAZERAT ILLIT|נצרת עילית|35.320900000000002|32.705399999999997|230370|734540|490|1968-02-01|1988-07-31|0||1968-02|1988-05|0|
215400|2|TAVOR KADOORIE|תבור כדורי|35.406500000000001|32.705800000000004|238400|734600|145|1935-09-01|1981-05-31|0||1935-09|1981-05|0|
215401|2|TAVOR KADOORIE|תבור כדורי|35.408700000000003|32.700800000000001|238600|734040|105|1967-10-01|1969-05-31|0||1967-10|1969-05|0|
215402|2|TAVOR KADOORIE MAN|תבור כדורי מאוישת|35.4069|32.705300000000001|238440|734540|145|1981-09-01|2009-12-31|0||1981-09|2009-12|0|
215403|2|TAVOR KADOORIE|תבור כדורי|35.4069|32.705300000000001|238440|734540|145|1995-09-01||1||2002-09|2022-06|0|
215450|2|YAVNE'EL|יבנאל|35.498600000000003|32.713799999999999|247030|735510|-25|1912-09-01|1984-01-31|0||1912-09|1984-01|0|
215451|2|YAVNE'EL NAFTALI SCHOOL|יבנאל בי"ס נפתלי|35.504100000000001|32.705599999999997|247550|734600|-15|1961-09-01|1982-06-01|0||1961-09|1982-05|0|
215452|2|YAVNE'EL MAN|יבנאל מאוישת|35.5047|32.703099999999999|247600|734330|-5|1983-09-01||0||1983-09|2022-06|0|
215454|2|YAVNE'EL|יבנאל|35.510100000000001|32.697800000000001|248110|733730|0|1999-08-01||1||2002-09|2022-06|0|
