disease_type,Jerusalem,Zefat,Kinneret,Afula,Akko,Nazareth,Haifa,Hadera,Ha'Sharon,Petach Tiqwa,Ramla,Rehovot,Tel Aviv,Beer Sheva,Ashqelon,disease_type_heb,week_num,year,all_districts
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,41,2019,0
Brucellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ברוצלוזיס,41,2019,0
Giardiasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ג'יארדיאזיס,41,2019,0
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,41,2019,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,41,2019,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,41,2019,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,41,2019,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,41,2019,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,41,2019,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,41,2019,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,41,2019,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,41,2019,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",41,2019,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,41,2019,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,41,2019,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,41,2019,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,41,2019,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיבה,41,2019,0
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",41,2019,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",41,2019,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",41,2019,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,41,2019,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,41,2019,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,41,2019,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,41,2019,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,41,2019,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,41,2019,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,41,2019,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,41,2019,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,41,2019,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,41,2019,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלמידיה טרכומטיס בדרכי המין,41,2019,0
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,41,2019,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,41,2019,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,41,2019,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,41,2019,0
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,41,2019,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,41,2019,0
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,41,2019,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,41,2019,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,41,2019,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,41,2019,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,41,2019,0
Salmonellosis of the gastrointestinal tract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סלמונלוזיס של דרכי העיכול,41,2019,0
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת ראשונית ושניונית,41,2019,0
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת אחרת ומאוחרת,41,2019,0
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,41,2019,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,41,2019,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,41,2019,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,41,2019,0
Q fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת Q,41,2019,0
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,41,2019,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,41,2019,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,41,2019,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,41,2019,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,41,2019,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",41,2019,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",41,2019,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,41,2019,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,41,2019,0
Campylobacteriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קמפילובקטריוזיס,41,2019,0
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,41,2019,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,41,2019,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת ריאות פעילה,41,2019,0
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,41,2019,0
Shigellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיגלוזיס,41,2019,0
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",41,2019,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",41,2019,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),41,2019,0
Pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שעלת,41,2019,0
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",41,2019,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,41,2019,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,41,2019,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,41,2019,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,41,2019,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,41,2019,0
Varicella - Chickenpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות רוח,42,2019,0
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,42,2019,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,42,2019,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,42,2019,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",42,2019,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,42,2019,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,42,2019,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,42,2019,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,42,2019,0
Brucellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ברוצלוזיס,42,2019,0
Giardiasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ג'יארדיאזיס,42,2019,0
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,42,2019,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,42,2019,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,42,2019,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,42,2019,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,42,2019,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,42,2019,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,42,2019,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,42,2019,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,42,2019,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",42,2019,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,42,2019,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,42,2019,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,42,2019,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,42,2019,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיבה,42,2019,0
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",42,2019,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",42,2019,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",42,2019,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,42,2019,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,42,2019,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,42,2019,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,42,2019,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,42,2019,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,42,2019,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,42,2019,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,42,2019,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,42,2019,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,42,2019,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלמידיה טרכומטיס בדרכי המין,42,2019,0
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,42,2019,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,42,2019,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,42,2019,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,42,2019,0
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,42,2019,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,42,2019,0
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,42,2019,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,42,2019,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,42,2019,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,42,2019,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,42,2019,0
Salmonellosis of the gastrointestinal tract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סלמונלוזיס של דרכי העיכול,42,2019,0
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת ראשונית ושניונית,42,2019,0
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת אחרת ומאוחרת,42,2019,0
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,42,2019,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,42,2019,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,42,2019,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,42,2019,0
Q fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת Q,42,2019,0
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,42,2019,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,42,2019,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,42,2019,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,42,2019,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,42,2019,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",42,2019,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",42,2019,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,42,2019,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,42,2019,0
Campylobacteriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קמפילובקטריוזיס,42,2019,0
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,42,2019,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,42,2019,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת ריאות פעילה,42,2019,0
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,42,2019,0
Shigellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיגלוזיס,42,2019,0
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",42,2019,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",42,2019,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),42,2019,0
Pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שעלת,42,2019,0
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",42,2019,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,42,2019,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,42,2019,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,42,2019,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,42,2019,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,42,2019,0
Varicella - Chickenpox,0,0,0,0,4,0,0,1,0,0,23,0,0,0,0,אבעבועות רוח,43,2019,28
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,43,2019,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,43,2019,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,43,2019,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",43,2019,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,43,2019,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,43,2019,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,43,2019,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,43,2019,0
Brucellosis,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,ברוצלוזיס,43,2019,7
Giardiasis,0,0,0,0,3,0,1,0,2,0,5,0,0,0,0,ג'יארדיאזיס,43,2019,11
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,43,2019,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,43,2019,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,43,2019,0
Acute Hepatitis A,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,דלקת כבד נגיפית A,43,2019,2
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,43,2019,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,43,2019,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,43,2019,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,43,2019,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,43,2019,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",43,2019,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,43,2019,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,דלקת עוצבה נגיפית,43,2019,2
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,43,2019,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,43,2019,0
Gonorrhea,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,זיבה,43,2019,2
H. influenzae b invasive infection,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"זיהום פולשני ע""י Hib",43,2019,2
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",43,2019,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",43,2019,1
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,43,2019,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,43,2019,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,חזרת,43,2019,1
Measles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,חצבת,43,2019,1
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,43,2019,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,43,2019,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,43,2019,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,43,2019,0
Non cholera vibrio infection,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,43,2019,1
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,43,2019,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,כלמידיה טרכומטיס בדרכי המין,43,2019,12
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,43,2019,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,43,2019,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,43,2019,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,לישמניאזיס של העור,43,2019,4
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,43,2019,0
Legionellosis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,מחלת הלגיונרים,43,2019,2
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,43,2019,2
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,43,2019,0
GAS Invasive Infection,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,43,2019,2
Perinatal streptococcal B early onset,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,43,2019,1
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,43,2019,1
Salmonellosis of the gastrointestinal tract,1,0,0,0,7,0,1,0,1,0,5,1,0,0,0,סלמונלוזיס של דרכי העיכול,43,2019,16
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,עגבת ראשונית ושניונית,43,2019,3
Syphilis - other,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,עגבת אחרת ומאוחרת,43,2019,2
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,43,2019,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,43,2019,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,43,2019,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,43,2019,0
Q fever,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת Q,43,2019,8
Dangue fever,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,קדחת דנגי,43,2019,3
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,43,2019,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,43,2019,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,43,2019,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,43,2019,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",43,2019,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",43,2019,0
