Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
4168,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201806,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,1.68,0.73,0.08,1.03,123.28,0.14,,0.06,0.45,6.8,21.65,2.22,4,3.74,0,0.92,95,44.01,28.16,22.92,520028390,29/05/2019
4169,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201807,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,2.19,0.46,1.91,3.64,126.42,0.14,,0.94,1.39,6.52,21.06,2.13,3.9,3.71,-0.12,0.96,95.2,44.78,28.35,23.12,520028390,29/05/2019
4170,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201808,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,2.06,0.68,0.15,1.53,129.23,0.14,,1.03,2.44,9.54,23.47,3.08,4.31,3.68,0,1.09,95.4,45.59,28.11,24.31,520028390,29/05/2019
4171,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201809,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,1.65,1.06,0.19,0.78,129.83,0.14,,-0.12,2.31,11.64,20.7,3.74,3.83,3.59,0,1.01,95.3,46.91,28.92,24.46,520028390,29/05/2019
4172,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201810,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,1.66,0.87,-0.04,0.75,128.45,0.14,,-1.63,0.65,6.95,17.31,2.26,3.24,3.67,-0.12,0.76,95.5,44.05,26.73,23.47,520028390,29/05/2019
4173,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201811,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,1.59,1.33,0.29,0.55,129.2,0.14,,0.16,0.81,7.52,15.59,2.45,2.94,3.62,-0.12,0.72,95.5,44.5,26.68,24.72,520028390,29/05/2019
4174,2037,קרן השתלמות למורים תיכוניים  מסלול רגיל- מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201812,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,1.83,0.33,-0.47,1.03,126.26,0.14,,-3.06,-2.28,5.29,12.48,1.73,2.38,3.9,-0.36,0.36,95.4,42.36,25.14,22.1,520028390,29/05/2019
4175,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201801,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,-0.16,-0.16,7.87,0.12,,0.04,0.04,4.47,14.93,1.47,2.82,1.9,-0.48,1.19,93.8,0.22,0.32,0.05,520028390,29/05/2019
4176,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201802,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.54,0.54,8.37,0.12,,-0.56,-0.52,3.12,13.75,1.03,2.61,1.93,-0.48,1.02,94.1,0.22,0.32,0.04,520028390,29/05/2019
4177,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201803,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,-0.91,-0.91,7.48,0.12,,0.35,-0.17,3.76,13.76,1.24,2.61,1.93,-0.48,1.06,93.7,0.23,0.33,0.04,520028390,29/05/2019
4178,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201804,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.24,0.24,7.71,0.12,,-0.13,-0.3,3.11,12.52,1.03,2.39,1.91,-0.6,0.98,93.5,0.24,0.33,0.04,520028390,29/05/2019
4179,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201805,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.71,0.12,,-0.01,-0.31,3.38,12.03,1.11,2.3,1.91,-0.6,0.94,93.7,0.23,0.33,0.03,520028390,29/05/2019
4180,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201806,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.69,0.12,,-0.2,-0.51,5.02,12.1,1.65,2.31,1.91,-0.48,0.91,93.4,0.23,0.34,0.03,520028390,29/05/2019
4181,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201807,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.7,0.12,,0.09,-0.42,4.23,11.32,1.39,2.17,1.89,-0.48,0.88,93.4,0.23,0.34,0.04,520028390,29/05/2019
4182,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201808,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.73,0.12,,0.38,-0.04,4.39,12.72,1.44,2.42,1.83,-0.36,1.03,93.6,0.22,0.33,0.12,520028390,29/05/2019
4183,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201809,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.73,0.12,,-0.01,-0.05,5,11.42,1.64,2.19,1.78,-0.36,0.96,93.6,0.23,0.33,0.12,520028390,29/05/2019
4184,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201810,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.7,0.12,,-0.4,-0.45,3.81,10.2,1.25,1.96,1.78,-0.36,0.81,93.6,0.15,0.26,0.13,520028390,29/05/2019
4185,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201811,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.00,0.00,7.67,0.12,,-0.32,-0.77,3.93,9.01,1.29,1.74,1.77,-0.48,0.68,93.7,0.15,0.26,0.04,520028390,29/05/2019
4186,2038,"קרן השתלמות למורים תיכוניים מסלול רגיל- מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201812,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.00,0.00,0.65,0.65,8.31,0.12,,-0.17,-0.94,4.01,9.22,1.32,1.78,1.76,-0.48,0.66,94.2,0.13,0.24,0.05,520028390,29/05/2019
4187,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201801,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.22,0.08,0.04,0.18,12,0.12,,1.11,1.11,8.09,22.94,2.63,4.22,3.63,0.12,1.06,95.2,4.46,2.67,1.99,520027251,29/05/2019
4188,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201802,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.27,0.02,0.03,0.28,12.13,0.12,,-1.34,-0.24,4.29,20.09,1.41,3.73,3.7,0,0.85,95.1,4.43,2.62,2,520027251,29/05/2019
4189,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201803,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.24,0.20,0.00,0.04,12.11,0.12,,-0.73,-0.97,3.11,18.64,1.03,3.48,3.73,0,0.75,95,4.28,2.55,1.92,520027251,29/05/2019
4190,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201804,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.25,0.04,0.06,0.27,12.42,0.12,,0.8,-0.18,3.36,18.83,1.11,3.51,3.73,0,0.8,95.2,4.38,2.57,2.18,520027251,29/05/2019
4191,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201805,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.25,0.19,0.01,0.07,12.57,0.12,,0.45,0.27,3.49,17.76,1.15,3.32,3.7,0,0.8,95.4,4.44,2.59,2.19,520027251,29/05/2019
4192,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201806,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.25,0.21,0.00,0.04,12.84,0.12,,0.12,0.39,5.93,19.88,1.94,3.69,3.59,0,0.87,95.2,4.43,2.59,2.21,520027251,29/05/2019
4193,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201807,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.59,0.00,0.00,0.59,13.34,0.12,,1.21,1.6,6.13,19.46,2,3.62,3.57,-0.12,0.94,95.5,4.76,2.76,2.3,520027251,29/05/2019
4194,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201808,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.32,0.18,0.00,0.14,13.64,0.12,,1.2,2.82,9.3,22.02,3.01,4.06,3.55,0,1.08,95.7,4.87,2.74,2.3,520027251,29/05/2019
4195,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201809,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.25,0.04,0.14,0.35,14.02,0.12,,-0.12,2.7,11.24,19.37,3.61,3.6,3.47,0,1,95.4,5.07,2.87,2.42,520027251,29/05/2019
4196,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201810,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.21,0.06,0.00,0.15,13.93,0.12,,-1.63,1.03,6.81,15.96,2.22,3.01,3.54,-0.12,0.74,95.5,4.79,2.67,2.31,520027251,29/05/2019
4197,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201811,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.24,0.35,0.00,-0.11,13.85,0.12,,0.23,1.26,7.43,14.27,2.42,2.7,3.48,-0.24,0.71,95.5,4.85,2.67,2.45,520027251,29/05/2019
4198,2039,קרן השתלמות למורים וגננות מסלול מקוצר - מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201812,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.28,0.08,0.00,0.20,13.63,0.12,,-3.02,-1.8,5.28,11.23,1.73,2.15,3.76,-0.36,0.34,95.5,4.57,2.49,2.21,520027251,29/05/2019
4199,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201801,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.01,0.00,0.01,0.02,2.37,0.12,,0.05,0.05,4.48,13.52,1.47,2.57,1.73,-0.36,1.21,94.9,0.06,0.09,0.01,520027251,29/05/2019
4200,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201802,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.00,0.02,2.38,0.12,,-0.44,-0.39,3.11,12.45,1.03,2.37,1.75,-0.36,1.04,94.8,0.06,0.09,0.01,520027251,29/05/2019
4201,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201803,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.00,0.02,2.41,0.12,,0.31,-0.08,3.79,12.39,1.25,2.36,1.75,-0.36,1.08,94.8,0.06,0.09,0.01,520027251,29/05/2019
4202,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201804,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.09,0.00,-0.07,2.35,0.12,,-0.14,-0.22,3.04,11.09,1,2.13,1.71,-0.48,0.98,94.6,0.07,0.09,0.01,520027251,29/05/2019
4203,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201805,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.16,0.00,-0.14,2.21,0.12,,-0.03,-0.25,3.18,10.42,1.05,2,1.7,-0.48,0.94,94.4,0.06,0.09,0.01,520027251,29/05/2019
4204,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201806,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.02,0.00,0.00,2.23,0.12,,-0.17,-0.42,4.42,10.62,1.45,2.04,1.69,-0.48,0.92,94,0.07,0.09,0.01,520027251,29/05/2019
4205,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201807,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.04,0.00,0.02,0.06,2.27,0.12,,0.05,-0.37,3.87,9.64,1.27,1.86,1.66,-0.48,0.87,94.2,0.07,0.09,0.01,520027251,29/05/2019
4206,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201808,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.03,0.00,0.09,0.12,2.39,0.12,,0.39,0.02,4.31,10.94,1.42,2.1,1.61,-0.36,1.03,94.6,0.06,0.09,0.01,520027251,29/05/2019
4207,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201809,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.04,0.01,0.00,0.03,2.43,0.12,,-0.01,0.01,4.8,9.68,1.58,1.87,1.55,-0.36,0.96,94.7,0.06,0.09,0.01,520027251,29/05/2019
4208,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201810,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.00,0.02,2.44,0.12,,-0.39,-0.38,3.91,8.52,1.29,1.65,1.55,-0.36,0.79,94.7,0.04,0.07,0.02,520027251,29/05/2019
4209,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201811,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,-0.02,0.00,2.44,0.12,,-0.27,-0.65,3.98,7.32,1.31,1.42,1.52,-0.48,0.66,94.8,0.04,0.07,-0.01,520027251,29/05/2019
4210,2040,"קרן השתלמות למורים וגננות מסלול מקוצר - מסלול אג""ח",קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",201812,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.04,0.00,0.00,0.04,2.48,0.12,,-0.25,-0.9,4.05,7.54,1.33,1.46,1.51,-0.36,0.62,94.9,0.04,0.06,-0.01,520027251,29/05/2019
4211,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201801,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.11,0.14,0.05,0.02,7.6,0.12,,1.16,1.16,8.32,23.35,2.7,4.29,3.71,0,1.05,94.6,2.86,1.79,1.29,520028390,29/05/2019
4212,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201802,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.13,0.01,0.00,0.12,7.63,0.12,,-1.28,-0.13,4.5,20.48,1.48,3.8,3.76,0,0.85,94.5,2.78,1.75,1.27,520028390,29/05/2019
4213,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201803,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.13,0.01,0.00,0.12,7.68,0.12,,-0.78,-0.91,3.31,19.02,1.09,3.54,3.8,0,0.75,94.4,2.81,1.78,1.23,520028390,29/05/2019
4214,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201804,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.12,0.01,0.01,0.12,7.86,0.12,,0.86,-0.06,3.59,19.31,1.18,3.59,3.8,0,0.81,94.6,2.85,1.8,1.4,520028390,29/05/2019
4215,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201805,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.11,0.10,0.00,0.01,7.93,0.12,,0.44,0.38,3.74,18.18,1.23,3.4,3.77,-0.12,0.81,94.8,2.88,1.81,1.4,520028390,29/05/2019
4216,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201806,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.13,0.29,0.13,-0.03,7.99,0.12,,0.11,0.49,6.4,20.28,2.09,3.76,3.67,-0.12,0.88,94.6,2.87,1.8,1.41,520028390,29/05/2019
4217,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201807,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.16,0.00,0.15,0.31,8.27,0.12,,1.32,1.81,6.56,19.99,2.14,3.71,3.65,-0.12,0.95,94.8,2.96,1.85,1.46,520028390,29/05/2019
4218,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201808,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.14,0.02,0.00,0.12,8.48,0.12,,1.05,2.88,9.54,22.38,3.08,4.12,3.62,0,1.07,94.6,3.02,1.84,1.54,520028390,29/05/2019
4219,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201809,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.11,0.04,0.00,0.07,8.59,0.12,,-0.07,2.81,11.7,19.75,3.76,3.67,3.54,0,1,94.5,3.01,1.84,1.54,520028390,29/05/2019
4220,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201810,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.12,0.15,0.00,-0.03,8.42,0.12,,-1.61,1.16,7.06,16.36,2.3,3.08,3.61,-0.12,0.75,94.6,2.83,1.7,1.48,520028390,29/05/2019
4221,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201811,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.12,0.21,0.00,-0.09,8.35,0.12,,0.17,1.33,7.7,14.61,2.5,2.76,3.55,-0.24,0.71,94.6,2.86,1.7,1.57,520028390,29/05/2019
4222,2041,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול הלכה,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201812,13/12/2011,עובדי סקטור מסויים,הלכתי,הלכה יהודית,0.13,0.00,0.00,0.13,8.23,0.12,,-3,-1.71,5.5,11.58,1.8,2.22,3.83,-0.36,0.35,94.7,2.76,1.64,1.4,520028390,29/05/2019
4223,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201801,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.06,0.01,-0.03,1.87,0.12,,0.01,0.01,4.24,13.2,1.39,2.51,1.76,-0.48,1.15,95.4,0.04,0.06,0.01,520028390,29/05/2019
